klinikk_id,kjede,klinikk_navn,adresse,postnummer,by,klinikk_url,prisliste_url,helsesmart_url,prisliste_struktur,notes
oris__ski_kjeveortopedi,oris,Oris Ski Kjeveortopedi,"""address"":""Idrettsveien 7",1400,Ski,https://orisdental.no/klinikker/ski-kjeveortopedi,https://orisdental.no/prisliste,,peker_på_sentral,
oris__skoyen,oris,Oris Skoyen,"""address"":""Karenslyst allé 9 C",0278,Oslo,https://orisdental.no/klinikker/skoyen,https://orisdental.no/prisliste,,peker_på_sentral,
oris__slemmestad,oris,Oris Slemmestad,"""address"":""Kirkealleen 1",3470,Slemmestad,https://orisdental.no/klinikker/slemmestad,https://orisdental.no/prisliste,,peker_på_sentral,
oris__sogne,oris,Oris Sogne,"""address"":""Rådhusveien 37",4640,Søgne,https://orisdental.no/klinikker/sogne,https://orisdental.no/prisliste,,peker_på_sentral,
oris__sortland,oris,Oris Sortland,"""address"":""Torggata 19",8400,Sortland,https://orisdental.no/klinikker/sortland,https://orisdental.no/prisliste,,peker_på_sentral,
oris__stoa,oris,Oris Stoa,"""address"":""Stoaveien 45",4848,Arendal,https://orisdental.no/klinikker/stoa,https://orisdental.no/prisliste,,peker_på_sentral,
oris__stokmarknes,oris,Oris Stokmarknes,"""address"":""Markedsgata 11A",8450,Stokmarknes,https://orisdental.no/klinikker/stokmarknes,https://orisdental.no/prisliste,,peker_på_sentral,
oris__stord_heiane,oris,Oris Stord Heiane,"""address"":""Heiane 31",5412,Stord,https://orisdental.no/klinikker/stord-heiane,https://orisdental.no/prisliste,,peker_på_sentral,
oris__stord_leirvik,oris,Oris Stord Leirvik,"""address"":""Borggata 9",5417,Stord,https://orisdental.no/klinikker/stord-leirvik,https://orisdental.no/prisliste,,peker_på_sentral,
oris__tannlege_i_bergen_sentrum,oris,Oris Tannlege I Bergen Sentrum,"""address"":""Strandgaten 5",5013,Bergen,https://orisdental.no/klinikker/tannlege-i-bergen-sentrum,https://orisdental.no/prisliste,,peker_på_sentral,
oris__tannlege_levanger,oris,Oris Tannlege Levanger,"""address"":""Sjøgata 2B",7600,Levanger,https://orisdental.no/klinikker/tannlege-levanger,https://orisdental.no/prisliste,,peker_på_sentral,
oris__tannteam_spesialistklinikk,oris,Oris Tannteam Spesialistklinikk,"""address"":""Østre Nesttunvegen 14",5221,Bergen,https://orisdental.no/klinikker/tannteam-spesialistklinikk,https://orisdental.no/prisliste,,peker_på_sentral,
oris__tarnplassen,oris,Oris Tarnplassen,"""address"":""Valkendorfsgaten 5",5012,Bergen,https://orisdental.no/klinikker/tarnplassen,https://orisdental.no/prisliste,,peker_på_sentral,
oris__tonsberg,oris,Oris Tonsberg,"""address"":""Øvre Langgate 50",3110,Tønsberg,https://orisdental.no/klinikker/tonsberg,https://orisdental.no/prisliste,,peker_på_sentral,
oris__trondheim_spesialistklinikk,oris,Oris Trondheim Spesialistklinikk,"""address"":""Fosenkaia 3",7010,Trondheim,https://orisdental.no/klinikker/trondheim-spesialistklinikk,https://orisdental.no/prisliste,,peker_på_sentral,
oris__vagsbygd,oris,Oris Vagsbygd,"""address"":""Kirsten Flagstads vei 1",4621,Kristiansand,https://orisdental.no/klinikker/vagsbygd,https://orisdental.no/prisliste,,peker_på_sentral,
oris__vestkanten,oris,Oris Vestkanten,"""address"":""Lyderhornsveien 353",5171,Loddefjord,https://orisdental.no/klinikker/vestkanten,https://orisdental.no/prisliste,,peker_på_sentral,
oris__voyenenga,oris,Oris Voyenenga,,,,https://orisdental.no/klinikker/voyenenga,https://orisdental.no/prisliste,,peker_på_sentral,
single__oslo_tannlegesenter,single,Oslo Tannlegesenter,,,,https://oslotannlegesenter.no,https://oslotannlegesenter.no/tannlege-priser/,,per_klinikk,DeepSeek-extracted from https://oslotannlegesenter.no (confidence=high)
single__smil_tannlegesenter,single,Smil Tannlegesenter,,,,https://www.smiltannlegesenter.no,https://www.smiltannlegesenter.no/prisliste,,per_klinikk,DeepSeek-extracted from https://www.smiltannlegesenter.no (confidence=high)
single__clear_tannlegesenter,single,Clear Tannlegesenter,,,,https://www.cleartannlegesenter.no,https://www.cleartannlegesenter.no/tannlegepriser,,per_klinikk,DeepSeek-extracted from https://www.cleartannlegesenter.no (confidence=high)
single__blid,single,Blid Tannhelse,,,,https://www.blid.no,https://www.blid.no/behandlinger-og-prisliste,,per_klinikk,DeepSeek-extracted from https://www.blid.no (confidence=high)
single__tanntunet,single,Tanntunet Tannhelsesenter,,,,https://tanntunet.no,https://tanntunet.no/priser/,,per_klinikk,DeepSeek-extracted from https://tanntunet.no (confidence=high)
single__majorstua_tannlegene,single,Majorstua Tannlegene,,,,https://majorstuatannlegene.no,https://majorstuatannlegene.no/tannlege-priser/,,per_klinikk,DeepSeek-extracted from https://majorstuatannlegene.no (confidence=high)
single__nydalen_tannlegesenter,single,Nydalen Tannlegesenter,,,,https://nydalentannlegesenter.no,https://nydalentannlegesenter.no/priser,,per_klinikk,DeepSeek-extracted from https://nydalentannlegesenter.no (confidence=high)
single__dentalia,single,Dentalia,,,,https://dentalia.no,https://dentalia.no/prisliste/,,per_klinikk,DeepSeek-extracted from https://dentalia.no (confidence=high)
single__oralcare,single,OralCare Linderud,,,,https://oralcare.no,https://oralcare.no/pris/,,per_klinikk,DeepSeek-extracted from https://oralcare.no (confidence=high)
single__toyen_tannlegevakt,single,Tøyen Tannlegevakt,,,,https://www.toyentannlegevakt.no,https://www.toyentannlegevakt.no/priser/prisliste,,per_klinikk,DeepSeek-extracted from https://www.toyentannlegevakt.no (confidence=high)
single__nordstrand_tannlegesenter,single,Nordstrand Tannlegesenter,,,,https://nordstrandtannlegesenter.no,https://nordstrandtannlegesenter.no/tannlege-priser/,,per_klinikk,DeepSeek-extracted from https://nordstrandtannlegesenter.no (confidence=high)
single__slemdal_tannlegesenter,single,Slemdal Tannlegesenter,,,,https://slemdaltannlegesenter.no,https://slemdaltannlegesenter.no/priser,,per_klinikk,DeepSeek-extracted from https://slemdaltannlegesenter.no (confidence=high)
single__orbdent,single,Orbdent Oslo,,,,https://orbdent.no,https://orbdent.no/priser/,,per_klinikk,DeepSeek-extracted from https://orbdent.no (confidence=high)
single__tann_og_kjeve,single,Tann- og kjeveklinikken (Rommen),,,,https://tannlegerommen.no,https://tannlegerommen.no/priser,,per_klinikk,DeepSeek-extracted from https://tannlegerommen.no (confidence=medium)
